fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	learning_rate	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231117 041209	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.287326944826964	55	7390	12892	77907264.3678161	48
20231117 041349	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.134463199849554	19	1449	13839	84315825.5872064	49
20231117 041541	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	250	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.927069905593279	28	3430	12339	87306760.11994	50
20231117 041718	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	165	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.65094671270396	36	4440	10215	90435189.9050475	51
20231117 041918	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.147636384095454	68	6992	9056	81908129.9350325	52
20231117 042207	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.317993556838962	79	7002	10951	79054904.047976	53
20231117 042428	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.921655599488706	100	6432	10351	76058302.3488256	54
20231117 042612	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	155	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.765856604180409	87	2600	9335	88923945.5272364	55
20231117 042852	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.430292030410013	91	7113	7894	62496062.9685157	56
20231117 043120	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.586573450002954	61	7346	23905	57777163.918041	57
20231117 043326	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.874391671487612	59	7214	9432	85374420.7896052	58
20231117 043622	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.466118079255279	70	3422	12976	65875786.1069465	59
20231117 043812	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	170	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.793299387693143	74	4529	10451	90987647.6761619	60
20231117 044049	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	89	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.26713394963603	73	1892	11489	73353531.7341329	61
20231117 044306	619	976271	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	1	FALSE	1	0.1	50	0.5	TRUE	106853	0.63562037220526	80	7495	9977	86085317.8410795	62
